parking_id,month,MAPE_seguro_%,MAPE_seguro_CI95_low,MAPE_seguro_CI95_high,média<5%,IC<5%,dias
653,2025-01,18.78953733033061,8.927166361961161,31.553357729733797,False,False,20
700,2025-01,8.509912532227485,5.90506658396049,11.078818917598477,False,False,20
765,2025-01,26.100116245082255,7.838758941094822,58.55773284722729,False,False,20
